Protein.IDs	Majority.protein.IDs	Protein.names	Gene.names	LFQ intensity Naive 1	LFQ intensity Naive 2	LFQ intensity Naive 3	LFQ intensity Naive+PRC2i 1	LFQ intensity Naive+PRC2i 2	LFQ intensity Naive+PRC2i 3	log2 fold change	p-value
A0A024R2N6;P30414;Q6M1B8;A0A087WYW3;Q6N014;Q59EC3;Q6MZH6;C9JMM5;A8K7K2;Q6M1B6	A0A024R2N6;P30414;Q6M1B8;A0A087WYW3	NK-tumor recognition protein;Putative peptidyl-prolyl cis-trans isomerase	NKTR;DKFZp686J06106	25.59841	25.46722	25.39787	25.18469	24.82236	25.71722	0.246409098	0.389962258
A0A024R2Q3;P35222;B4DL06;B4DGU4;B5BU28;B4DSW9;E7EMJ5;G9GAG7;E9PDF9;E7EV28;C9IZ65	A0A024R2Q3;P35222;B4DL06;B4DGU4;B5BU28;B4DSW9	Catenin beta-1	CTNNB1	28.42426	28.29894	28.23768	28.66207	28.72364	28.81143	-0.412088394	2.381762922
A0A024R2Q4;P61313;E7EQV9;E7ENU7;B4DLP4;E7EX53;B4DEN1;A4D1Q5;E7ERA2	A0A024R2Q4;P61313;E7EQV9;E7ENU7;B4DLP4	Ribosomal protein L15;60S ribosomal protein L15	RPL15	29.01521	29.51448	29.34718	29.12665	29.35098	29.0777	0.107180913	0.251280017
A0A024R2T2;Q96AT1	A0A024R2T2;Q96AT1	Uncharacterized protein KIAA1143	KIAA1143	24.81982	24.96768	25.38377	24.97369	24.81631	24.96979	0.137160619	0.318112751
A0A024R2T4;O94889;B4DHW4;Q647K1;Q6PJF0;Q9H8E7;C9J4G4;F8WCL4;F8WF78;Q96B51	A0A024R2T4;O94889;B4DHW4;Q647K1;Q6PJF0	Kelch-like protein 18	KLHL18	25.90254	25.83016	25.60295	26.04787	25.9715	25.76504	-0.149586995	0.533325378
A0A024R2T6;Q7L2E3;H7BXY3;Q6W6M7;F6R0H4	A0A024R2T6;Q7L2E3;H7BXY3	Putative ATP-dependent RNA helicase DHX30	DHX30	24.54946	24.64883	23.87164	24.90587	24.3835	24.24728	-0.155574163	0.188166731
A0A024R2U6;P52756;Q59HE6;A0A0S2Z549;C9JFQ5;E1CJT4;A0A0S2Z5U0;C9J9P7;C9JR02;F8W910;F8WE23	A0A024R2U6;P52756;Q59HE6	RNA-binding protein 5	RBM5	29.51164	29.38521	29.55865	29.53564	29.31698	29.68572	-0.027614594	0.082085391
A0A024R2U9;C9JIF9;P13798;H7C393;C9JLK2;H7C1U0;F8WEH5	A0A024R2U9;C9JIF9;P13798;H7C393	Acylamino-acid-releasing enzyme	APEH	23.58703	23.93517	23.01863	23.73655	23.85747	23.79045	-0.281213125	0.449180361
A0A024R305;Q92560;F8W6N3;H0Y8E8;F8WEY5;C9J7L9	A0A024R305;Q92560;F8W6N3	Ubiquitin carboxyl-terminal hydrolase;Ubiquitin carboxyl-terminal hydrolase BAP1	BAP1	25.02918	25.37826	24.93979	25.14752	25.16971	24.51875	0.17041715	0.271058668
A0A024R307;A0A024R2U4;Q8WXE1;A0A0U1RQW3;A0A0U1RQR9;A0A0U1RRM7;A0A0U1RQJ8;A0A1W2PQ89	A0A024R307;A0A024R2U4;Q8WXE1;A0A0U1RQW3;A0A0U1RQR9;A0A0U1RRM7;A0A0U1RQJ8	ATR-interacting protein	TREX1;ATRIP	25.58826	25.06394	25.66324	25.72996	25.50476	25.29698	-0.072084427	0.115813591
A0A024R324;P61586;Q9BVT0;B4DKN9;C9JNR4;C9JX21;A0A0B6XK12;Q5JR07;Q5JR05;C9JRM1;Q5JR06;E9PN11;U3KQA9;U3KQV3;P62745	A0A024R324;P61586;Q9BVT0;B4DKN9;C9JNR4;C9JX21	Transforming protein RhoA	RHOA;ARHA	26.39772	26.70741	26.18548	26.40136	26.66207	26.46824	-0.080353419	0.179124036
A0A024R326;Q6IPI1;P47914	A0A024R326;Q6IPI1;P47914	60S ribosomal protein L29	RPL29	26.54461	26.61723	22.06285	26.25102	26.39583	26.39189	-1.271348317	0.350322553
A0A024R332;Q6I9Y2;A0A024R341;F8WF22;H7C5E3	A0A024R332;Q6I9Y2;A0A024R341	THO complex subunit 7 homolog	NIF3L1BP1;THOC7	26.88449	26.69936	26.75519	26.57336	26.73312	27.02221	0.003447851	0.007961604
A0A024R333;Q6UXN9;C9JBU3;C9J355	A0A024R333;Q6UXN9	WD repeat-containing protein 82	TMEM113;WDR82	28.95441	29.16902	29.09718	28.93016	28.9712	28.73838	0.193623225	0.948374528
A0A024R338;Q9UHJ3;C9IZZ5;C9IY64	A0A024R338;Q9UHJ3	Scm-like with four MBT domains protein 1	SFMBT1	22.56377	23.0692	23.24848	23.04948	23.03926	22.93243	-0.046573639	0.078781717
A0A024R355;Q8IV48;B4DWF4;E5RIV7	A0A024R355;Q8IV48;B4DWF4	3-5 exoribonuclease 1	THEX1;ERI1	24.53777	24.50718	22.1446	24.88171	24.90647	24.74632	-1.114981969	0.632569358
A0A024R370;P82094;B4DQY7;F8WF45;Q6PII6	A0A024R370;P82094;B4DQY7;F8WF45	TATA element modulatory factor	TMF1	26.25564	26.24389	25.22442	26.20169	26.67411	25.67457	-0.275472641	0.243069423
A0A024R377;Q6IQ32;H0YLN6;H0YM09	A0A024R377;Q6IQ32	ADNP homeobox protein 2	KIAA0863;ADNP2	27.20611	27.16624	27.29193	27.40088	27.12524	27.27338	-0.045072556	0.19725158
A0A024R388;Q9NXG2;Q6MZT3;O60362;B4DFY9;H3BNW0	A0A024R388;Q9NXG2;Q6MZT3;O60362;B4DFY9	THUMP domain-containing protein 1	THUMPD1;DKFZp686C1054;44M2.1	28.52518	28.65578	28.54562	28.58817	28.48842	28.478	0.057327906	0.461623779
A0A024R394;Q9UHD1;A0A024R3C3;E9PHZ2;E9PPQ5;Q9NZ93;E9PIZ4;E9PSD5;E9PL00;E9PIF7	A0A024R394;Q9UHD1;A0A024R3C3	Cysteine and histidine-rich domain-containing protein 1	CHORDC1	26.62951	26.76939	26.59946	26.66139	26.83111	26.78069	-0.091612498	0.559631351
A0A024R395;P49959;F8W7U8;Q05D78;F5GXT0;Q9BS79;F5H742;A0A0S2Z438;F5H256	A0A024R395;P49959;F8W7U8;Q05D78	Double-strand break repair protein MRE11A	MRE11A	30.4181	30.15267	30.32098	30.29165	30.20338	30.3453	0.017141978	0.068105518
A0A024R3A2;Q9BTE7;E9PM04;B4DP84;H0YCN4;E9PQV9;E9PLH8;E9PM78;H0YD80;E9PLS2;J3QQL8;H0Y9C5;H0Y907	A0A024R3A2;Q9BTE7;E9PM04;B4DP84;H0YCN4	DCN1-like protein;DCN1-like protein 5	DCUN1D5	28.63097	28.48869	28.65058	28.59737	28.53849	28.79875	-0.054791768	0.228603494
A0A024R3A8;Q9BRL6;A4D2F7	A0A024R3A8;Q9BRL6	Serine/arginine-rich splicing factor 8	SRP46;SRSF8	25.29358	25.04389	25.38956	25.24652	25.25191	25.36683	-0.046075185	0.156492002
A0A024R3H3;O00534;A8K6N3;B4DHS6;B2RC43	A0A024R3H3;O00534;A8K6N3;B4DHS6	von Willebrand factor A domain-containing protein 5A	LOH11CR2A;VWA5A	21.71963	21.90151	21.72826	23.33019	24.36666	23.89606	-2.081171672	2.615383034
A0A024R3H5;Q6ZUT1;E9PQL5;E9PSC8;E9PKA8	A0A024R3H5;Q6ZUT1;E9PQL5;E9PSC8;E9PKA8	Uncharacterized protein C11orf57	C11orf57	25.90541	25.67673	25.6426	26.04683	25.6883	25.74581	-0.085404078	0.243600356
A0A024R3J7;P46977;A0A0C4DH80;E9PN73;E9PI32	A0A024R3J7;P46977	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A	hCG_2032701;STT3A	25.88311	26.43535	26.01137	26.11392	26.53924	26.03544	-0.119592667	0.201518231
A0A024R3K9;A0A024R3N2;Q6P4R8;E9PQ59;B4DSL1;E9PJU3;E9PJG2;E9PQB0;E9PJE1;E9PM88	A0A024R3K9;A0A024R3N2;Q6P4R8;E9PQ59;B4DSL1	Nuclear factor related to kappa-B-binding protein	NFRKB	27.36344	27.2985	27.27213	27.22839	27.1548	27.23297	0.105969747	1.335710165
A0A024R3M1;Q9P016	A0A024R3M1;Q9P016	Thymocyte nuclear protein 1	THYN1	28.32856	28.14579	28.27591	28.30239	28.07974	28.17769	0.063479106	0.306991028
A0A024R3P1;O15121	A0A024R3P1;O15121	Sphingolipid delta(4)-desaturase DES1	DEGS1	24.50476	24.74263	24.4837	24.25775	24.79501	24.55625	0.040692647	0.081608629
A0A024R3P9;Q9H3P7	A0A024R3P9;Q9H3P7	Golgi resident protein GCP60	ACBD3	25.66327	25.81086	25.63799	26.02766	26.30597	26.03387	-0.418461482	1.767796389
A0A024R3Q3;P84077;A0A024R0Y6;P61204;B4DN70;B4DEB9;F5H423;B4DJC8;B4E190;F5H0C7;H0YGG7	A0A024R3Q3;P84077;A0A024R0Y6;P61204;B4DN70;B4DEB9;F5H423;B4DJC8;B4E190	ADP-ribosylation factor 1;ADP-ribosylation factor 3	ARF1;ARF3	29.11996	29.3004	29.24941	29.42706	29.50057	29.17164	-0.143168767	0.561115835
A0A024R3R1;Q4LE39;X6RCR8;A0A024R3V1;A0PJ81;H7C5R6;H0Y7Y8	A0A024R3R1;Q4LE39;X6RCR8;A0A024R3V1	AT-rich interactive domain-containing protein 4B	ARID4B	26.56802	26.17984	26.55286	26.45822	26.35318	26.50413	-0.004934947	0.012108344
A0A024R3R5;Q14739;C9JXK0;B4E0Z3;C9JES9	A0A024R3R5;Q14739;C9JXK0	Lamin-B receptor	LBR	30.63288	30.40192	30.56692	30.63677	30.63366	30.78418	-0.150959651	0.825367506
A0A024R3T8;P09874;B2R5W3;B4E0E1;Q05D33;Q6PJL0;Q96P95;Q5VX84;Q5VX85	A0A024R3T8;P09874;B2R5W3;B4E0E1	Poly [ADP-ribose] polymerase 1	PARP1	35.48222	35.56527	35.57212	35.49893	35.34503	35.44499	0.110223134	0.963972695
A0A024R3V8;Q99598;C4P0D6;C4P0D8;C4P0D4;Q5VVQ1;Q9NRI2;Q7Z3N9	A0A024R3V8;Q99598;C4P0D6;C4P0D8;C4P0D4;Q5VVQ1	Translin-associated protein X	TSNAX;DISC1	25.43046	25.58199	25.51418	21.84303	25.26921	25.24063	1.391251882	0.539594454
A0A024R3W7;P24534;A4D1M6;C9JZW3;F2Z2G2;F8WF65	A0A024R3W7;P24534;A4D1M6;C9JZW3	Elongation factor 1-beta	EEF1B2;LOC392793	26.51415	26.17493	26.08162	26.45834	26.84254	26.61989	-0.383354187	1.04541796
A0A024R3Z2;B8ZZN6;P63165;B8ZZJ0;B8ZZ67;B9A032;G2XKQ0	A0A024R3Z2;B8ZZN6;P63165;B8ZZJ0;B8ZZ67;B9A032	Small ubiquitin-related modifier 1	SUMO1	30.74711	30.22205	30.58647	30.68462	30.50928	30.81841	-0.152224859	0.3529626
A0A024R3Z6;Q53FN7;Q7L1Q6;D3DN77;C9IZ80;B3KU41;H0Y503;C9JFN4;C9J188;C9JWF5;Q3LIC9;C9JV57	A0A024R3Z6;Q53FN7;Q7L1Q6;D3DN77;C9IZ80;B3KU41	Basic leucine zipper and W2 domain-containing protein 1	BZW1;hCG_2022736	28.42113	28.18792	28.19018	28.22835	28.32303	28.33901	-0.030381521	0.131933945
A0A024R411;Q13416;B4DYU9;B8ZZ80;C9JK08	A0A024R411;Q13416;B4DYU9	Origin recognition complex subunit 2	ORC2L;ORC2	28.37385	28.41474	28.52343	28.23644	28.4019	28.16289	0.170261383	0.953334468
A0A024R473;Q9H9J2	A0A024R473;Q9H9J2	"39S ribosomal protein L44, mitochondrial"	MRPL44	22.31849	23.1177	22.26499	23.41183	23.61336	22.22873	-0.517580668	0.432275193
A0A024R475;Q13618;Q53S54;B7Z600;A0A087WTG3;H7C1L6;H7C399;A0A087X1R9	A0A024R475;Q13618;Q53S54;B7Z600	Cullin-3	CUL3	28.09502	28.04489	27.9862	28.00469	28.00699	28.03197	0.02748553	0.349611538
A0A024R4A0;P19338;B3KTP9;B3KM80;Q6ZS99;Q9BQ02;C9JYW2;C9JLB1;C9J1H7;C9JWL1	A0A024R4A0;P19338;B3KTP9;B3KM80;Q6ZS99;Q9BQ02	Nucleolin	NCL	35.62197	35.51371	35.5702	35.53913	35.35888	35.55322	0.084884644	0.535171083
A0A024R4C8;B4DZS0;O76075;J3KT26	A0A024R4C8;B4DZS0;O76075	DNA fragmentation factor subunit beta	DFFB	25.10869	24.89264	25.20576	25.93854	25.43323	24.68795	-0.284214656	0.309346277
A0A024R4E5;Q00341;B2R5V9;H0Y394;B4DKR8;Q6ZS03;Q96CF6;H7C0A4;Q2HJC8;Q6ZN49;C9JIZ1;Q5HYC5;C9J5E5;C9JZI8;H7C2D1;C9JES8;C9JHZ8;H7BZC3;C9JHS7;C9JK79;C9JT62;C9JHN6;C9JEJ8;C9JBS3;C9JQ82;C9JMQ6;C9J739;H7C3D0;C9JHS9	A0A024R4E5;Q00341;B2R5V9;H0Y394;B4DKR8;Q6ZS03;Q96CF6	Vigilin	HDLBP	29.0681	29.07125	28.95371	29.22186	29.26758	29.0277	-0.141364415	0.785014013
A0A024R4E9;Q9P2R6;H7BYW9;B1AKN3;H0Y975;K7EIE3	A0A024R4E9;Q9P2R6;H7BYW9;B1AKN3	Arginine-glutamic acid dipeptide repeats protein	RERE	25.69867	25.85631	26.03179	25.72863	25.71432	25.78422	0.119866689	0.53654584
A0A024R4F1;P06733;E2DRY6;K7EM90;A4UCS8;A4QMW8;E5RI09;E5RG95;Q9NPL4;B4DUJ6	A0A024R4F1;P06733;E2DRY6	Alpha-enolase;Enolase	ENO1	32.3116	32.5056	32.28229	32.39348	32.65776	32.1829	-0.044890086	0.1048841
A0A024R4F4;M0R2B7;P28340;Q308M6;M0QZR8;Q59FA0;M0QXE6;M0QXQ2;M0QZB4;M0R3H8;M0R2I8;M0R2J2	A0A024R4F4;M0R2B7;P28340;Q308M6;M0QZR8;Q59FA0	DNA polymerase;DNA polymerase delta catalytic subunit	POLD1	30.2923	30.12682	30.24252	30.20955	30.16303	30.38515	-0.032028834	0.142127919
A0A024R4G1;Q8N1G4	A0A024R4G1;Q8N1G4	Leucine-rich repeat-containing protein 47	LRRC47	28.71401	28.4334	28.68535	28.71237	28.77291	28.7536	-0.135370255	0.676285635
A0A024R4I3;O94892;A8K9W2;M0R0E2;M0R0H8	A0A024R4I3;O94892;A8K9W2	Zinc finger protein 432	hCG_2008146;ZNF432	25.91832	25.89682	26.06174	25.87638	25.89874	26.10294	-0.000391006	0.001437537
A0A024R4I4;B1AK44;Q9UI95;B1AK45;B1AK43	A0A024R4I4;B1AK44;Q9UI95;B1AK45;B1AK43	Mitotic spindle assembly checkpoint protein MAD2B	MAD2L2	24.72692	24.05366	24.48536	24.11569	24.68003	24.3995	0.023573558	0.031076579
A0A024R4M0;P46781;A5D904;B5MCT8;C9JM19;B7Z732;F2Z3C0;A8MXK4	A0A024R4M0;P46781;A5D904;B5MCT8;C9JM19;B7Z732	40S ribosomal protein S9	RPS9	29.03181	29.08793	29.08899	29.65615	29.62932	29.22686	-0.434530894	1.441507206
A0A024R4N9;Q9BSV6;E7EQB3;B0V3J0;A9C4B9;A0A0G2JNK5;B4DT51	A0A024R4N9;Q9BSV6;E7EQB3;B0V3J0;A9C4B9;A0A0G2JNK5;B4DT51	tRNA-splicing endonuclease subunit Sen34	TSEN34	25.25775	25.06969	25.43793	25.33555	25.35192	25.77347	-0.231855392	0.578936993
A0A024R4P4;Q53F81;A0A024R4S5;Q8N0Y2;K7EK55;K7EMV5;K7ELZ3;K7ESL2;K7EJH4;K7EJ91	A0A024R4P4;Q53F81;A0A024R4S5;Q8N0Y2;K7EK55;K7EMV5;K7ELZ3;K7ESL2;K7EJH4;K7EJ91	Zinc finger protein 444	ZNF444	24.69057	23.905	24.29852	22.51904	24.10605	22.257	1.337329229	1.011289872
A0A024R4Q5;P0C1Z6;A0A0G2JP55;A8MTQ3	A0A024R4Q5;P0C1Z6;A0A0G2JP55;A8MTQ3	TCF3 fusion partner	TFPT	25.26492	25.25548	25.29004	25.36946	25.43259	25.32289	-0.104836782	1.456559796
A0A024R4R9;A0A087WTE7;C9JMY0;A0A087WUE4;Q96PV6;A0A0G2JNN3;E7EWC7;B0VJY8;A0A0G2JPW6;C9J1N5;H7BZP5;A0A0G2JN70	A0A024R4R9;A0A087WTE7;C9JMY0;A0A087WUE4;Q96PV6;A0A0G2JNN3	Leukocyte receptor cluster member 8	LENG8	28.4689	28.1939	28.32367	28.26266	28.09492	28.33467	0.098075867	0.387821359
A0A024R4S1;Q9Y6I3;B4DU91;D6R907;D6RBI9	A0A024R4S1;Q9Y6I3;B4DU91	Epsin-1	EPN1	26.75468	26.60187	26.30633	26.93809	27.06641	27.06178	-0.467798233	1.558731412
A0A024R4T4;P61081;M0QX69;M0QYI6	A0A024R4T4;P61081	NEDD8-conjugating enzyme Ubc12	UBE2M	28.66652	28.5359	28.35884	28.40625	28.46268	28.2544	0.14597702	0.601284046
A0A024R4U0;Q9NP61;B7Z6L2;B0QYV8;B0QYV9	A0A024R4U0;Q9NP61;B7Z6L2	ADP-ribosylation factor GTPase-activating protein 3	ARFGAP3	22.96616	24.30682	22.18533	24.55081	24.78027	24.53771	-1.47016271	1.107055431
A0A024R4V3;Q9NWS6;B0QY29;B0QY28	A0A024R4V3;Q9NWS6;B0QY29	Protein FAM118A	C22orf8;FAM118A	22.47988	22.2583	23.16501	23.18568	22.89477	22.46196	-0.213070552	0.24432377
A0A024R4V5;Q86X06;B4E3L9;Q9Y4Q3;B7Z926;B4DZC2;J3KQ61;Q59G93;Q5CZ83;Q659H0	A0A024R4V5;Q86X06;B4E3L9;Q9Y4Q3;B7Z926;B4DZC2;J3KQ61		BRD1;DKFZp434B094	28.81949	28.59559	28.86313	28.75436	28.61677	28.94321	-0.012045542	0.032305763
A0A024R4V7;Q5R3I4;B4DUE0;H7C2L7;A9UJP8;H7C089;F8WBU8	A0A024R4V7;Q5R3I4;B4DUE0;H7C2L7;A9UJP8	Tetratricopeptide repeat protein 38	FLJ20699;TTC38	23.41854	22.70813	23.30814	23.73314	23.63943	24.05341	-0.663724899	1.228329578
A0A024R4X0;P00387;Q6ZVI6;B1AHF3	A0A024R4X0;P00387;Q6ZVI6	NADH-cytochrome b5 reductase;NADH-cytochrome b5 reductase 3;NADH-cytochrome b5 reductase 3 membrane-bound form;NADH-cytochrome b5 reductase 3 soluble form	CYB5R3	25.07042	25.30379	25.14558	25.62595	25.57537	25.26757	-0.316364288	1.132119329
A0A024R4X7;Q9UKX7;B4E2D3;B0QY21;X6RKQ2;B1AHA5	A0A024R4X7;Q9UKX7	Nuclear pore complex protein Nup50	hCG_1989366;NUP50	30.28681	30.30236	30.25237	30.07839	30.12275	30.05737	0.194343567	2.878961198
A0A024R4Z6;Q08945;E9PMD4;Q59GH7;A0A0U1RRK2;E9PPZ7	A0A024R4Z6;Q08945	FACT complex subunit SSRP1	SSRP1	32.49772	32.52281	32.55609	32.41564	32.31659	32.39218	0.150737762	1.928907755
A0A024R525;Q6NS36;P02794;G3V192;Q6NZ44;B3KXC3;G3V1D1;Q8TD27;E9PRK8;E9PKY7;A9JQE1;E9PPQ4;E9PQR3;E9PKM5;E9PK45	A0A024R525;Q6NS36;P02794;G3V192;Q6NZ44;B3KXC3;G3V1D1;Q8TD27	"Ferritin;Ferritin heavy chain;Ferritin heavy chain, N-terminally processed"	FTH1	25.8436	25.73169	25.90589	25.62881	26.14254	26.15441	-0.148196538	0.339173673
A0A024R534;O94776	A0A024R534;O94776	Metastasis-associated protein MTA2	MTA2	28.75824	28.81057	28.75739	28.65823	28.66607	28.73718	0.088237127	1.34582287
A0A024R542;Q9C0C2;B3KXS7;E9PKK0;Q86TK2;E9PKE7	A0A024R542;Q9C0C2;B3KXS7	182 kDa tankyrase-1-binding protein	TNKS1BP1	24.84158	24.86036	24.91392	24.96895	25.43294	24.9276	-0.237873077	0.659048141
A0A024R565;Q9UI30;F5GX77;F5GYQ2	A0A024R565;Q9UI30;F5GX77;F5GYQ2	Multifunctional methyltransferase subunit TRM112-like protein	HSPC152;TRMT112	27.43325	28.02369	27.69006	27.56347	27.83599	27.21188	0.178551356	0.290317492
A0A024R566;A0A024R5D9;A0A024R572;Q15637;B4DJU4;Q14820;F8WEV5;C9J792	A0A024R566;A0A024R5D9;A0A024R572;Q15637;B4DJU4	Splicing factor 1	SF1	31.6261	31.5477	31.63927	31.46115	31.3851	31.50848	0.152786255	1.534975822
A0A024R576;O95159;E9PQ47;E9PNY1;E9PQA5;E9PJX1;E9PJ47;B4DHV1;E9PMQ3	A0A024R576;O95159;E9PQ47;E9PNY1;E9PQA5	Zinc finger protein-like 1	ZFPL1	26.24254	26.68083	25.99486	25.96501	26.77039	26.15366	0.009723028	0.010162774
A0A024R582;Q92785;J3KMZ8;E9PN04	A0A024R582;Q92785;J3KMZ8	Zinc finger protein ubi-d4	DPF2	29.01773	28.79959	28.91402	28.78116	28.75478	28.95385	0.080516179	0.381625811
A0A024R5A7;Q9Y6J9;A8K0D4;E9PP94;B4DVM4	A0A024R5A7;Q9Y6J9;A8K0D4	TAF6-like RNA polymerase II p300/CBP-associated factor-associated factor 65 kDa subunit 6L	TAF6L	26.24431	26.10528	26.2848	26.41625	26.44894	26.28773	-0.172845205	1.108500927
A0A024R5D6;B5MBX0;Q96FF9;B3KSI5;H0YCL8	A0A024R5D6;B5MBX0;Q96FF9	Sororin	CDCA5	26.62547	26.834	26.73905	26.8867	26.85994	26.82287	-0.123657862	0.915791236
A0A024R5E3;A0A024R570;A0A024R5D2;O00255;E7EN32;Q9UE24;E7ET29;E7ENS2;E7EPR4;Q7Z5Y5;Q9GZQ5;C9DZM4;G9G6R5	A0A024R5E3;A0A024R570;A0A024R5D2;O00255;E7EN32;Q9UE24	Menin	MEN1	26.54178	26.77982	26.55824	26.44872	26.69139	26.31703	0.140897751	0.453666658
A0A024R5E8;B2R8A7;A0A024R597;Q92993;Q59EJ8;E9PJI1;E9PRM3;E9PRL6;H0YEP0;E9PMG8;E9PRS1;H0YEG3	A0A024R5E8;B2R8A7;A0A024R597;Q92993;Q59EJ8;E9PJI1	Histone acetyltransferase;Histone acetyltransferase KAT5	HTATIP;KAT5	26.29299	26.28424	26.51299	26.45543	26.32951	26.57557	-0.09009552	0.364653091
A0A024R5K1;Q9BR76;Q9NSK3;A0A087WW53;F5H390;Q59F81;B4DIU2;F5H0D2	A0A024R5K1;Q9BR76;Q9NSK3;A0A087WW53;F5H390;Q59F81;B4DIU2	Coronin;Coronin-1B	CORO1B;DKFZp762I166	24.51977	24.53118	24.65343	25.01619	24.98707	24.80055	-0.366472244	1.993226045
A0A024R5M9;Q14980;Q4LE64;A0A087WY61;Q59HB8;A0A024R5G4;Q7Z757;H0YFY6;Q96HN5;F5H4J1;F5H6Y5;Q3SYK8;K4DIE0;Q9UNL7;Q9UPG3;Q86XH4;F5H763;F5H0Z7;F5H3L6;F5H2F3;G1UI36;F5GZW1;F5H1L0;F8W6T3;F5H068;F5H073;F5GWK2;F5H4Y4;F5GWA2;F5H7R5	A0A024R5M9;Q14980;Q4LE64;A0A087WY61;Q59HB8;A0A024R5G4;Q7Z757	Nuclear mitotic apparatus protein 1	NUMA1;NUMA1 variant protein	32.57418	32.27606	32.53909	32.45229	32.18875	32.47363	0.091552734	0.280620519
A0A024R5P0;Q13153;B3KNX7;E9PM17;B7Z3K0;A8KAN3;B7Z302;H0YCG5;H0YCM0;E9PJF8;E9PRP6;E9PMP2;E9PQW5;E9PKH9	A0A024R5P0;Q13153;B3KNX7;E9PM17;B7Z3K0;A8KAN3;B7Z302	Non-specific serine/threonine protein kinase;Serine/threonine-protein kinase PAK 1	PAK1	22.99635	23.98355	23.35891	22.21818	23.88642	23.15802	0.358729045	0.253174527
A0A024R5Q8;Q05D32;H0YMH7;H0YNU2;H0YNW9;H0YMB4	A0A024R5Q8;Q05D32	CTD small phosphatase-like protein 2	CTDSPL2	26.48668	26.22523	26.42238	26.13265	26.14684	26.19329	0.220503489	1.280520515
A0A024R5S3;Q96BR6;O14858;B4DF53;B4DF82;A2RUI7;Q8NDW4;Q9H7R0	A0A024R5S3;Q96BR6	Zinc finger protein 669	hCG_1983020;ZNF669	22.5221	22.4207	22.8452	22.60513	22.54802	22.51347	0.040458043	0.112132731
A0A024R5S5;O75822;H0YGJ7;H0YLP3	A0A024R5S5;O75822	Eukaryotic translation initiation factor 3 subunit J	EIF3S1;EIF3J	25.89067	25.78352	25.502	25.84549	25.76281	25.69096	-0.041025798	0.120481108
A0A024R5T1;A0A024R5Z0;Q99081;B4DZH5;B4DGI9;F5GY10;B4DH96;H0YNQ5;B4DZ50;B4DZP2;H0YNP8;Q9NQY2;Q9NQY9;H3BRK2;H3BNF4	A0A024R5T1;A0A024R5Z0;Q99081;B4DZH5;B4DGI9	Transcription factor 12	TCF12	24.9474	24.60919	24.99438	24.94708	24.72614	25.24659	-0.122950236	0.251961294
A0A024R5V9;Q659A1;H0YNU9;B3KXT2;H0YK97;H0YL35;H0YK14;H0YMX6;H0YN09	A0A024R5V9;Q659A1;H0YNU9;B3KXT2	Little elongation complex subunit 2	NARG2;ICE2	25.97786	25.8974	25.92597	26.07259	25.87535	26.10753	-0.084747314	0.48494089
A0A024R5X7;O76031;Q9H072;H0YM48;H0YK07	A0A024R5X7;O76031;Q9H072	"ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial"	CLPX;DKFZp586J151	23.40834	23.03118	23.45186	24.31306	24.1372	24.02369	-0.860853195	2.259886064
A0A024R649;Q96EK6;G3V4W4;G3V5E4	A0A024R649;Q96EK6;G3V4W4;G3V5E4	Glucosamine 6-phosphate N-acetyltransferase	GNPNAT1	25.78019	25.65903	25.70646	21.63088	25.68801	25.41606	1.470242818	0.488786539
A0A024R657;P29374;A0A024R680;A0A024R6A2;Q05CG0;H7C485;C9J1W3;F8WAR5;C9JIF4	A0A024R657;P29374;A0A024R680;A0A024R6A2;Q05CG0	AT-rich interactive domain-containing protein 4A	ARID4A	25.04593	24.71869	24.96455	24.51713	24.4332	24.85686	0.307329178	0.8800877
A0A024R663;Q86UP2;G3V4Y7;B7Z6P3;B3KWP6;B3KP76;G3V5P0;H0YJZ8;H0YJP2;G3V5G2;H0YJV5;Q6PDF7;Q3SWV9	A0A024R663;Q86UP2	Kinectin	KTN1	27.82657	28.02934	27.66071	27.54584	28.0437	27.86974	0.019116084	0.035820995
A0A024R687;Q96AC1;A8K6S3;H0YJ34;A0A0U1RRM8;H0YJB6;G3V281;G3V5R2;G3V3J0;G3V379	A0A024R687;Q96AC1;A8K6S3;H0YJ34;A0A0U1RRM8	Fermitin family homolog 2	PLEKHC1;FERMT2	26.29927	26.54076	26.21767	26.52099	26.83183	26.41469	-0.236600876	0.678990243
A0A024R688;P51948;A0A024R669;H0YJ92;H0YJF2	A0A024R688;P51948;A0A024R669;H0YJ92;H0YJF2	CDK-activating kinase assembly factor MAT1	MNAT1	27.65342	27.85507	27.8907	27.78238	27.83984	27.88128	-0.034769058	0.165262861
A0A024R694;P12814;Q86TX4;G3V2N5;B4DRP5;H7C5W8;G3V2W4;H0YJW3;H0YJ11;G3V5M4;G3V2X9;Q5ZEZ4;G3V380;G3V2E8	A0A024R694;P12814;Q86TX4	Alpha-actinin-1	ACTN1	28.7016	28.72517	28.44774	28.81824	28.76579	28.4739	-0.061138153	0.165534908
