Accession	naive_primed	primed_primed2i	naive_naive2i
AC008537.3	0.091791108	0.835771223	0.383768618
AC008537.4	0.499032779	0.968347372	0.3512744
AC008543.1	0.208055998	0.487809305	0.835982644
AC008554.1	8.61E-147	0.908837784	0.14394125
AC008555.1	3.14E-07	0.849165409	0.604530311
AC008555.2	0.013969866	0.397869667	0.579285245
AC008555.4	9.50E-07	0.098224555	0.837536025
AC008555.7	0.786598371	0.458508798	0.358776504
AC008556.1	6.50E-09	0.17766317	0.868614127
AC008567.1	0.688710342	0.823818556	0.708656204
AC008567.3	0.374394943	0.778098565	0.352794176
AC008569.2	0.398068633	0.232119877	0.617507371
AC008592.3	0.206137307	0.115688947	0.200961575
AC008608.2	0.038608559	0.907447423	0.695437649
AC008610.1	0.093865831	0.746015518	0.597113186
AC008622.2	0.204283642	0.608185579	0.92302879
AC008655.2	0.946354478	0.57190682	0.405444526
AC008663.2	0.303651036	0.423929439	0.470732635
AC008676.1	0.089484893	0.493478662	0.490205924
AC008677.2	0.27335393	0.901778919	0.888446459
AC008687.4	0.520566434	0.188795908	0.689857397
AC008691.1	0.073043856	0.495078153	0.125793594
AC008716.1	0.043553106	0.333483353	0.124050866
AC008731.1	0.072703171	0.149834003	0.866012574
AC008734.1	0.862690705	0.045617193	0.948788368
AC008735.1	0.415023273	0.269737467	0.068180598
AC008735.2	0.11031247	0.360343011	0.599444777
AC008735.4	0.633843213	0.519083833	0.783547968
AC008736.1	0.288798792	0.053211005	0.971185287
AC008736.2	0.01189277	0.880541595	0.306169606
AC008737.1	0.375236425	0.716774543	0.553651042
AC008738.2	0.664019577	0.732458285	0.414793411
AC008738.4	0.313393935	0.20949047	0.782495619
AC008747.1	0.695181265	0.314554696	0.317436681
AC008750.2	0.000637446	0.604596761	0.209596743
AC008750.5	0.626746755	0.42857055	0.469239748
AC008752.3	0.284483407	0.69078515	0.171758003
AC008753.1	1.62E-08	0.44126046	0.542110809
AC008755.1	0.00162916	0.793051998	0.51206688
AC008760.1	0.016249595	0.975439244	0.358781467
AC008761.3	1.25E-06	0.006389074	0.752970359
AC008763.1	0.742244049	0.335536451	0.490441564
AC008764.2	0.242823645	0.873603313	0.842541715
AC008764.6	0.843244107	0.498909481	0.294793135
AC008764.8	0.440400826	0.57282428	0.244252122
AC008764.9	0.70368353	0.89001488	0.669769255
AC008770.3	0.594904518	0.900670929	0.436608279
AC008771.1	0.850591625	0.710483503	0.811027116
AC008781.1	0.321863693	0.342129821	0.642086172
AC008781.2	0.448069949	0.977997157	0.570747105
AC008799.1	0.009432263	0.280210926	0.139125878
AC008802.1	0.585065054	0.638928403	0.658660283
AC008806.1	0.840901633	0.064911495	0.798715597
AC008813.1	0.00457638	0.289708588	0.264235488
AC008850.1	0.930114158	0.916555894	0.488958116
AC008870.2	0.728394312	0.162289935	0.034018855
AC008870.3	0.608127277	0.163555356	0.463081897
AC008870.4	0.195767281	0.833727432	0.794543801
AC008883.3	0.659420927	0.507866779	0.948227682
AC008894.2	0.343032624	0.873975592	0.460524924
AC008894.3	0.009958692	0.512569686	0.124179616
AC008895.1	0.295347233	0.541019037	0.57105257
AC008897.3	0.000724772	0.664495526	0.664769045
AC008915.2	0.000879681	0.874708265	0.645122149
AC008937.1	0.55587854	0.796459539	0.262699431
AC008937.3	0.790496474	0.643733685	0.161419977
AC008946.1	0.038882301	0.223912513	0.582688036
AC008957.1	0.06254605	0.18760477	0.819118997
AC008957.2	0.192359078	0.021817642	0.33652365
AC008957.3	0.000254359	0.009690288	0.005303057
AC008966.1	8.77E-08	0.314935084	0.143538794
AC008969.1	3.49E-14	0.013530382	0.377936926
AC008972.1	0.168071237	0.359349879	0.936674867
AC008972.2	0.461785879	0.119134605	0.887882587
AC008985.1	0.51762227	0.418407925	0.253852415
AC009005.1	0.091175908	0.388578473	0.1566754
AC009022.1	4.30E-06	0.994163595	0.496825591
AC009032.1	0.583554045	0.265032002	0.814511838
AC009041.2	0.001036882	0.126955205	0.076019541
AC009041.4	0.016391428	0.314118625	0.678715101
AC009053.1	0.10437805	0.491493495	0.41127966
AC009053.3	0.978054187	0.804956127	0.838260462
AC009054.2	0.023988211	0.188858261	0.960794549
AC009055.1	0.370875244	0.904817865	0.975101452
AC009055.2	0.490113049	0.391808897	0.77823376
AC009061.1	0.385577233	0.158430987	0.97881234
AC009061.2	0.776196992	0.394283471	0.490031768
AC009065.2	0.643031073	0.72348952	0.641567635
AC009065.4	0.072452228	0.993250956	0.980311853
AC009065.5	0.167938797	0.483146184	0.666896634
AC009065.8	0.00223208	0.453479259	0.400459398
AC009078.3	0.012735889	0.505828062	0.386527745
AC009084.2	0.321790823	0.667703249	0.284088148
AC009086.2	0.585915618	0.760699014	0.149663866
AC009088.1	0.344558762	0.755294692	0.469482495
AC009090.1	0.87639016	0.721667992	0.399150271
AC009090.3	0.53377247	0.98764562	0.421920599
AC009090.4	0.000506838	0.473665547	0.886325066
AC009090.6	0.565500792	0.332668922	0.17315249
AC009107.2	0.655412583	0.788782135	0.754288746
AC009108.1	0.589108161	0.54890553	0.727694784
AC009108.3	0.804361242	0.916959341	0.337650605
AC009113.1	0.607660871	0.355331416	0.124195956
AC009118.3	0.434899894	0.846906157	0.358072789
AC009119.2	0.048152069	0.729875511	0.478755212
AC009119.3	0.123527683	0.52638239	0.984899854
AC009120.1	0.005763634	0.096225537	0.720804053
AC009120.2	0.002813037	0.085087481	0.107304426
AC009120.3	0.301032869	0.785992662	0.113070374
AC009120.5	0.46913953	0.266934375	0.785530591
AC009121.1	0.001687952	0.15143115	0.414833917
AC009121.2	0.000165326	0.445010442	0.189262246
AC009126.1	0.26472091	0.373907926	0.567962616
AC009133.1	0.038281285	0.019656013	0.093185851
AC009133.2	0.398129938	0.795826931	0.140071119
AC009133.3	0.003023725	0.577674027	0.893139608
AC009148.1	0.000717936	0.113558925	0.269856909
AC009163.3	0.714828371	0.93179009	0.0947191
AC009163.6	0.123425732	0.464254868	0.372133952
AC009226.1	0.00172387	0.135343146	0.634202874
AC009228.1	0.398652133	0.868387803	0.994184097
AC009244.1	0.903357541	0.996465958	0.441018434
AC009244.2	0.683342044	0.551140798	0.758930869
AC009245.1	0.31897131	0.281207893	0.299803716
AC009262.1	0.295141416	0.527968785	0.825187082
AC009264.1	0.000504948	0.417693259	0.399885723
AC009269.4	0.036462909	0.765879917	0.058161329
AC009269.5	0.057019979	0.113043614	0.650069452
AC009271.1	0.057504896	0.41409807	0.991988193
AC009271.2	0.767346027	0.897103549	0.697600274
AC009283.1	0.329830579	0.910679252	0.033107875
AC009299.3	0.205452425	0.502413252	0.515612827
AC009303.2	0.981761558	0.658489494	0.708422968
AC009303.4	0.043099662	0.837608273	0.815809901
AC009309.1	0.555608305	0.961359545	0.854618449
AC009315.1	3.64E-06	0.479046924	0.264338857
AC009318.1	0.264645654	0.453143489	0.754800219
AC009318.2	0.641528021	0.677625528	0.87315236
AC009318.3	0.965493378	0.996209267	0.712044143
AC009318.4	0.934800294	0.769344983	0.978937714
AC009403.1	0.114406581	0.782088246	0.24455736
AC009403.2	0.130737718	0.62067557	0.360538473
AC009404.1	0.092189275	0.224081536	0.121499375
AC009446.1	1.06E-139	0.961471481	0.760923882
AC009487.2	0.131288378	0.463410364	0.848950696
AC009502.1	0.75435943	0.872882801	0.595808984
AC009506.1	2.69E-12	0.131890722	0.37521641
AC009533.1	0.000513856	0.205000077	0.092493843
AC009533.2	0.014145043	0.809231976	0.165896755
AC009542.1	0.665359741	0.611016397	0.409668674
AC009554.2	0.062621508	0.833909823	0.312329842
AC009570.1	0.339535689	0.751037446	0.927567493
AC009630.1	0.079415886	0.319253224	0.335487956
AC009630.2	0.876078145	0.447187298	0.978427798
AC009630.4	0.001187909	0.99815955	0.842998217
AC009686.2	0.208308549	0.092289228	0.871554838
AC009690.2	0.757884474	0.967021568	0.753370981
AC009704.2	0.310437447	0.62849575	0.463149273
AC009716.1	0.137474446	0.32302018	0.903981191
AC009779.2	0.006867788	0.657430326	0.534365315
AC009779.3	0.367883585	0.68416147	0.453159133
AC009812.1	0.965007179	0.137824557	0.41036251
AC009812.3	5.50E-05	0.351425092	0.449652698
AC009812.4	2.64E-06	0.497963261	0.785561555
AC009831.1	0.596930243	0.001188713	0.893316151
AC009831.3	0.055798673	0.865914963	0.377711824
AC009878.1	1.25E-05	0.012472514	0.655336155
AC009879.3	0.928420433	0.394160082	0.724884125
AC009902.2	0.000481579	0.020605191	0.524361397
AC009927.1	0.185430601	0.326911301	0.724124445
AC009948.1	0.577521232	0.825927542	0.8875395
AC009948.2	0.56305545	0.567841242	0.94262244
AC009948.3	0.931195205	0.963263046	0.64105107
AC009948.4	0.45930734	0.981127319	0.423016581
AC009950.1	0.472378406	0.943642924	0.771902285
AC009955.2	0.970359682	0.503951857	0.861872321
AC009955.4	0.136210425	0.095546917	0.343998762
AC009961.1	0.049093514	0.565657739	0.785917323
AC009961.4	0.536093347	0.390892305	0.268702679
AC009970.1	0.096818192	0.564320906	0.288974278
AC009996.1	0.349410831	0.671630115	0.55388664
AC010136.1	0.099894904	0.615709254	0.171015662
AC010148.1	0.032778351	0.773467286	0.142813127
AC010168.1	1.02E-10	0.787522024	0.761225084
AC010168.2	0.001313943	0.534222466	0.19700089
AC010173.1	0.031085952	0.115428184	0.689340943
AC010186.2	0.055166701	0.305305682	0.898944275
AC010186.3	0.522504751	0.966914238	0.740453258
AC010198.2	2.49E-12	0.366793702	0.216760862
AC010200.1	0.017395282	0.519082692	0.96547194
AC010203.1	0.001469901	0.279806862	0.340874346
AC010207.1	0.007944122	0.608498426	0.769258657
AC010210.1	0.628053791	0.258816349	0.827608569
AC010226.1	0.183137592	0.303015321	0.832387423
AC010240.2	0.604725857	0.735031922	0.463672759
AC010245.2	0.623670351	0.820896004	0.6076429
AC010267.1	0.069203561	0.398493011	0.571670255
AC010271.1	0.064596731	0.199700282	0.89762648
AC010271.2	0.371257403	0.360235276	0.129345951
AC010275.1	0.902521929	0.432957492	0.504687708
AC010285.1	0.016190855	0.936739546	0.587582303
AC010285.3	0.49966952	0.860936763	0.75352018
AC010300.1	0.164522044	0.07962756	0.276922418
AC010306.1	0.703095711	0.846070876	0.992938703
AC010307.2	0.309202523	0.342761635	0.590296183
AC010319.4	0.612782006	0.790648678	0.546584568
AC010320.3	0.550960739	0.850862075	0.169626379
AC010320.4	0.453561731	0.519617063	0.308174302
AC010323.2	0.710725392	0.471533796	0.688803427
AC010326.3	0.14235136	0.161857364	0.261772917
AC010326.4	0.123451764	0.719948116	0.908691329
AC010327.1	7.33E-21	0.336624359	0.482098716
AC010327.5	0.553526521	0.95836291	0.573461148
AC010327.6	0.221730768	0.532634057	0.361395359
AC010327.8	0.988786654	0.760742726	0.609312422
AC010331.1	0.285051056	0.943947533	0.92276999
AC010336.1	0.954484951	0.900616143	0.851369896
AC010336.8	0.574525705	0.942461484	0.136566769
AC010343.1	0.140761599	0.725319516	0.83162458
AC010359.2	0.278204841	0.816929796	0.832466974
AC010422.2	0.190686957	0.036090578	0.60432121
AC010422.4	0.725792835	0.701536896	0.148899641
AC010422.8	0.05285538	0.774951899	0.032114012
AC010424.1	0.332550545	0.404670792	0.614647174
AC010435.1	0.839786524	0.766260779	0.394244353
AC010463.3	0.057498715	0.504139908	0.769772157
AC010468.1	0.401601686	0.810949132	0.478380048
AC010469.1	0.211814828	0.807931028	0.493881859
AC010480.1	0.555986143	0.693206482	0.525646158
AC010487.1	0.384087497	0.141119722	0.341730223
AC010487.2	0.768792563	0.430911451	0.757623049
AC010491.1	0.210250638	0.649454254	0.611533843
AC010501.1	0.012516881	0.669142992	0.866760333
AC010503.4	0.000154892	0.871705562	0.393680446
AC010504.1	0.414231353	0.947500093	0.693028581
AC010524.1	0.866279029	0.889814839	0.120120189
AC010531.6	0.730676157	0.387047495	0.248100193
AC010536.1	0.854562804	0.897709725	0.353808833
AC010536.3	0.780961709	0.696176624	0.861645305
AC010538.1	0.360551532	0.669272161	0.335619277
AC010542.5	0.002159718	0.692956409	0.328520397
AC010547.2	0.960827257	0.131102628	0.556045385
AC010595.1	0.082642615	0.829581642	0.419844593
AC010605.1	0.004717694	0.033536302	0.287378104
AC010608.2	0.900155524	0.533832934	0.914379835
AC010615.1	2.37E-16	0.12985875	0.142226509
AC010615.2	5.36E-25	0.019782321	0.122309695
AC010616.1	0.452965608	0.64214282	0.852979708
AC010618.1	0.658255126	0.310093219	0.774648526
AC010618.3	0.344612564	0.880901639	0.474151695
AC010618.4	0.203378962	0.079728821	0.752603646
AC010624.1	0.002081848	0.2277748	0.210809458
AC010624.3	0.90614753	0.685781702	0.633365327
AC010624.5	0.071685446	0.124552459	0.192141681
AC010632.2	0.760796977	0.522052261	0.965373205
AC010641.2	3.07E-12	0.557916957	0.839468928
AC010642.1	0.997473344	0.899966282	0.98816432
AC010642.2	0.527367635	0.730643935	0.345871653
AC010643.1	0.078501252	0.762551729	0.440759603
AC010654.1	0.840494857	0.480432464	0.321627226
AC010677.1	5.37E-19	0.732943289	0.671117851
AC010680.2	0.578094629	0.658816627	0.213275187
AC010680.5	0.322561612	0.64376387	0.088798056
AC010719.1	0.179234643	0.080071239	0.425613859
AC010731.2	0.001079413	0.90370562	0.482848626
AC010733.1	0.943644255	0.451716046	0.692607576
AC010761.1	0.024766988	0.851575628	0.079587614
AC010761.2	2.19E-06	0.531008191	0.856509031
AC010761.4	0.583920761	0.341292302	0.629629227
AC010761.5	0.56070502	0.401119151	0.670981798
AC010809.1	0.157140328	0.323770768	0.7448601
AC010809.2	0.174361339	0.466656489	0.851267587
AC010834.3	1.12E-09	0.446860486	0.568528482
AC010864.1	0.026940614	0.688697254	0.686577182
AC010883.1	0.067026644	0.678544603	0.739272409
AC010894.2	0.321629135	0.864111596	0.906296193
AC010894.3	0.209586277	0.627207209	0.07828769
AC010913.1	0.008494799	0.861854677	0.448902827
AC010969.2	0.653067085	0.978517424	0.337122121
AC010973.1	0.047470716	0.796048846	0.69423901
AC010973.2	0.117981903	0.742616321	0.329642843
AC010976.1	0.503112775	0.291150083	0.407308781
AC010996.1	0.000354174	0.767544105	0.945744586
AC010998.2	0.009965068	0.922268072	0.428374858
AC010999.2	0.996721405	0.710377255	0.190679025
AC011005.1	0.553163776	0.471091051	0.580918078
AC011005.4	6.25E-05	0.059594522	0.977473091
AC011092.3	0.598197242	0.977493966	0.264127635
AC011247.1	0.346513728	0.589249349	0.532075366
AC011287.1	0.602786486	0.806010984	0.997032409
AC011287.2	0.072923678	0.461668383	0.652207084
AC011290.2	0.267352522	0.59483739	0.24720241
AC011306.1	0.061042788	0.967504496	0.504792757
AC011330.2	0.836079658	0.531114171	0.894358373
AC011337.1	0.635522342	0.158786691	0.246599505
AC011342.1	0.185953439	0.44666518	0.363592452
AC011346.1	0.246794268	0.957863324	0.649221767
AC011352.2	0.897979637	0.722764976	0.884228033
AC011370.1	0.000617147	0.58071539	0.211619064
AC011379.1	0.553070549	0.434979305	0.977620363
AC011379.2	0.346251375	0.24344878	0.859054234
AC011405.1	0.294032791	0.935808074	0.925352866
AC011416.2	0.602366847	0.287552806	0.579819873
AC011416.3	0.66963795	0.975416753	0.730638259
AC011416.4	0.280451599	0.1962945	0.926323966
AC011442.1	0.164317229	0.380702931	0.888548007
AC011444.1	0.659075035	0.517002676	0.058336333
AC011445.2	0.7932051	0.928475631	0.38384236
AC011447.3	2.51E-122	0.811054912	0.500026464
AC011447.5	0.598734388	0.42857055	0.790875572
AC011447.6	6.07E-05	0.175605761	0.727701004
AC011447.7	1.96E-90	0.104312479	0.249391972
AC011448.1	0.066269484	0.380282943	0.387096989
AC011450.1	0.430898935	0.140595402	0.54392094
AC011451.1	0.065440854	0.301103701	0.718579103
AC011451.2	0.092754412	0.133930139	0.896482678
AC011451.3	0.062558651	0.569539463	0.43663897
AC011451.4	0.016949866	0.965646544	0.226857141
AC011453.1	2.00E-91	0.641407561	0.186984571
AC011455.6	0.00421954	0.208786155	0.824974977
AC011458.1	0.155153306	0.322777664	0.91233181
AC011458.2	0.100165926	0.170391927	0.997617774
AC011461.1	0.982160451	0.725925211	0.839284498
AC011462.4	0.150657868	0.848824838	0.987246574
AC011462.5	0.514619443	0.42261055	0.869031605
AC011465.1	0.10842375	0.566717197	0.317674899
AC011466.1	0.173179244	0.071974402	0.702666302
AC011466.3	0.185600143	0.256796014	0.670692408
AC011468.1	2.85E-13	0.99912363	0.150178005
AC011468.5	0.464509905	0.572359125	0.460579311
AC011472.1	0.524188485	0.40761637	0.505901752
AC011472.2	0.178558009	0.66957783	0.393177823
AC011472.4	0.897981863	0.525071659	0.48315513
AC011472.5	0.584351635	0.933285624	0.064383737
AC011476.3	0.399943993	0.115912327	0.884228033
AC011477.1	0.558713192	0.959315396	0.84516935
AC011477.2	4.02E-08	0.803601941	0.688004648
AC011479.3	0.885580458	0.508903288	0.891740661
AC011481.1	0.938613898	0.810778833	0.458981662
AC011481.2	0.635374518	0.459786268	0.750946008
AC011481.3	0.201877249	0.859122284	0.947973266
AC011483.1	0.596036516	0.634790918	0.961329316
AC011487.3	0.535901222	0.523920766	0.290374952
AC011487.4	0.850710869	0.601685762	0.809003308
AC011492.1	0.89257369	0.850908452	0.371878842
AC011495.1	0.91789898	0.817489624	0.983784007
AC011498.1	0.286247984	0.536034503	0.522432023
AC011498.4	0.431189634	0.787377078	0.436427797
AC011498.6	0.338344452	0.849830051	0.922762118
AC011498.7	0.026455506	0.712053623	0.454920308
AC011503.2	1.24E-10	0.229306008	0.546044858
AC011506.1	0.739615262	0.628734111	0.944852577
AC011509.1	0.077690568	0.353115599	0.565411328
AC011509.2	0.012072085	0.803769729	0.518282235
AC011595.1	0.241224825	0.149753019	0.431046144
AC011603.2	0.421080531	0.65068527	0.993792398
AC011611.5	0.173268018	0.341548437	0.480620988
AC011632.1	0.00235236	0.853240681	0.049549267
AC011676.1	0.83685183	0.560044727	0.556956197
AC011676.5	0.459291308	0.718043528	0.171356912
AC011726.1	0.554669157	0.313473744	0.970088233
AC011742.3	0.7282416	0.805616051	0.610682258
AC011753.4	0.044644523	0.241480583	0.592328538
AC011767.1	0.194530651	0.145711814	0.538851579
AC011773.3	0.79048427	0.476233525	0.532104519
AC011815.1	0.001346382	0.687306622	0.742751802
AC011815.2	0.176787716	0.416304711	0.388784964
AC011815.3	0.001126414	0.093918485	0.534058321
AC011825.2	0.534516981	0.902339669	0.395133556
AC011912.1	0.000588101	0.480646322	0.207480449
AC011921.1	0.54437997	0.396122115	0.640942382
AC011933.2	0.578257822	0.344728823	0.631731525
AC011939.1	0.45639273	0.951531524	0.887325397
AC011944.2	0.469321148	0.803099943	0.812695601
AC011978.2	0.014072353	0.666879226	0.65478048
AC011979.1	0.481124253	0.998781349	0.176856169
AC012020.1	0.760898483	0.705791421	0.81291653
AC012063.1	0.003141043	0.085650996	0.667388109
AC012066.1	0.361557185	0.535780544	0.706238459
AC012066.2	0.4341815	0.987967321	0.888813048
AC012073.1	0.012591081	0.785066411	0.489306026
AC012146.1	0.15603605	0.5446384	0.527424948
AC012146.3	0.039317404	0.551581723	0.60760325
AC012170.1	0.576131446	0.583415697	0.234510955
AC012170.2	0.554585403	0.27932327	0.336751417
AC012170.3	0.384289005	0.682024287	0.937139259
AC012173.1	0.865087247	0.942697592	0.925952798
AC012181.1	0.003999448	0.386287181	0.370251872
AC012181.2	0.051738097	0.873386436	0.625052782
AC012184.3	0.999016994	0.24465965	0.637400057
AC012213.1	0.029384227	0.099214756	0.48694908
AC012213.2	0.119921774	0.670043749	0.387229259
AC012213.3	0.834370669	0.583503624	0.734701087
AC012213.4	0.069040637	0.121392429	0.577781655
AC012254.3	0.063385691	0.583871365	0.286990852
AC012291.2	0.902997369	0.730685748	0.9290463
AC012306.2	0.710947592	0.504726854	0.769721351
AC012306.3	0.315522713	0.157647288	0.335029856
AC012313.1	0.847303997	0.622800114	0.698141354
AC012313.10	0.392136499	0.764079084	0.934730159
AC012313.2	0.208258893	0.642614588	0.871059684
AC012313.3	0.481476401	0.129966397	0.471356539
AC012313.4	0.913332934	0.687502834	0.824163921
AC012313.5	0.827129739	0.622352429	0.16982624
