Gene	primed 1	primed 2	primed 3	primed+PRC2i 1	primed+PRC2i 2	primed+PRC2i 3	naive 1	naive 2	naive 3	naive+PRC2i 1	naive+PRC2i 2	naive+PRC2i 3
ENO1-AS1	0	0.974662474	0	0.961537214	0	2.5539792	1.177010844	1.16299331	1.802297929	0	0	0
HMGN2P17	1.917527128	1.961824861	0	0.961537214	1.703158005	2.5539792	0	0	2.11003049	0.823048594	1.828228788	1.357447143
CA6	0	0	0	0	0	0	0	2.238067221	0	0	2.609286169	1.357447143
SLC2A7	0.945545212	1.551079271	0	1.941914322	0	0	0	0	0	0	0	0
SLC2A5	1.917527128	1.961824861	0	2.520276096	3.090926429	1.391862627	6.616225584	6.434725996	6.25666811	6.93692283	6.575725475	6.27711764
GPR157	7.15649002	7.449005386	6.934024767	7.390079007	7.545000343	7.345229373	7.451448369	7.487414128	7.375221565	7.443412738	7.68004774	7.695057144
MIR34AHG	7.229516486	6.375741787	8.000578442	7.253435307	6.400483031	7.534058434	7.840810278	7.97339034	8.242447123	7.931023396	7.993364934	7.849624791
LNCTAM34A	3.358841516	3.413027208	5.42021655	3.6286109	4.307507054	5.198957602	4.712681755	3.988283377	3.748328731	4.338318258	3.781888659	4.610859858
H6PD	10.03243939	10.36676255	9.792383453	10.45248135	10.45487544	9.862387581	8.999257729	8.483388681	8.820538215	8.886465531	8.578847264	8.530234825
SPSB1	6.247913137	6.058150519	5.955530386	6.79307023	6.741980315	6.497125228	7.699168568	8.196994657	8.016234856	8.199880956	8.131010248	8.15654377
LINC02606	0	0.974662474	0	0.961537214	1.324284239	1.780838754	0	1.16299331	1.802297929	0	0	0
SLC25A33	7.229516486	7.078526705	7.275174704	7.102482414	7.411169446	7.527723351	8.845591785	9.043482699	9.271376131	9.095633653	8.861966326	8.954933349
AL954705.1	2.712705702	2.955362961	2.58938312	1.941914322	2.462643589	3.054636104	4.011937249	3.076438072	3.33938848	3.354689889	2.270981161	3.139398891
TMEM201	9.235645156	9.310894854	8.976357064	9.335766253	9.10523679	9.0511553	9.299844465	9.169914839	9.277172377	9.060734669	9.078252992	9.193045639
PIK3CD	9.481560672	9.446795807	9.240510798	9.641504709	9.550813992	9.441561904	8.734653163	8.561179016	8.594704306	8.535106447	8.42137114	8.680627476
PIK3CD-AS2	6.194195285	6.139409312	6.345087771	6.595231512	6.636880478	6.768283319	4.966516992	5.660170381	4.495728875	4.917782001	4.331458962	4.303617479
CLSTN1	12.02436843	12.05118764	11.84398037	12.15325869	12.13875127	11.99496635	11.752401	11.81514275	11.84986136	11.79384031	12.06907988	11.8357551
CTNNBIP1	9.819809722	10.08590932	9.752371008	10.02931056	10.11081126	10.20871925	8.513536458	8.325159588	8.230547097	8.558840391	8.176242742	8.292150204
AL357140.4	1.511889579	1.961824861	1.811144853	2.259885606	2.002944579	1.780838754	0	2.847210617	2.363523009	2.276705773	2.270981161	0
LZIC	9.725130762	9.554418314	9.818009366	9.4824598	9.52601051	9.639624105	9.847976609	9.786794588	9.76908217	9.990152971	9.946854764	9.958018379
AL357140.2	2.233785714	0.974662474	2.373512039	1.941914322	2.462643589	0.857651675	1.816458915	1.798436614	2.766543711	3.459277632	2.270981161	2.85783274
NMNAT1	6.429353594	6.341808858	6.663462192	7.062140347	6.811244698	7.059291121	7.16492531	7.307249588	7.19916372	7.185850755	7.218766536	6.492684553
RN7SKP269	1.511889579	1.551079271	2.119558269	1.941914322	0	1.780838754	0	1.798436614	1.410613601	0	1.828228788	0
TMEM274P	0	1.961824861	0.876882044	0	2.002944579	0.857651675	2.257986488	0	0.871253083	0.823048594	0	0
RBP7	4.799687305	4.857496367	3.569640341	4.385089921	4.731697315	4.918152792	6.056931647	6.111800182	5.883805862	6.519771069	6.346190422	5.952572047
UBE4B	11.95338703	12.13839886	11.93246242	11.87259698	11.94515483	11.8309933	11.07931743	11.09798786	11.04401421	11.01915411	11.14612026	10.97643698
AL590639.1	1.917527128	0.974662474	0	0.961537214	0.809038275	0.857651675	1.816458915	0	0.871253083	0.823048594	0	0
PGAM1P11	0	0	0	2.740777035	0	2.086901014	0	0	0	0	0	0
RNU6-828P	2.90331136	1.551079271	2.119558269	2.259885606	2.251026904	2.086901014	1.177010844	1.798436614	0.871253083	0	0	2.85783274
KIF1B	12.57962438	12.79906587	12.64750445	12.56340781	12.54477865	12.44941341	11.95569895	11.67891906	11.78183945	11.95287983	11.99887863	11.95466051
AL139424.3	5.139916107	5.159731283	4.559666703	5.011838382	4.558346829	3.888058123	3.296831344	0	3.748328731	2.985912803	3.909825551	2.044263835
AL139424.2	4.065277763	3.653309606	4.559666703	3.251939278	3.618314626	3.628681266	4.780448729	4.380414052	3.834712907	4.163586492	3.113204622	4.610859858
PGD	12.80913575	12.60686832	12.89616833	12.68129645	12.49508824	13.00023363	13.63312023	13.5725211	13.61168365	13.65597183	13.65167534	13.66408086
CENPS-CORT	0.945545212	2.955362961	0	3.100821274	0	0.857651675	1.177010844	2.574552434	3.33938848	2.0273529	0	0
CENPS	5.535117091	5.120241953	6.012715373	5.538364967	5.596300575	5.932967938	6.417721479	6.732449775	6.901867287	7.099483118	6.806953835	6.765530091
CORT	2.233785714	2.955362961	3.464253441	2.740777035	3.090926429	3.312222168	3.296831344	1.798436614	3.656440839	3.241923304	2.270981161	2.507652902
DFFA	11.60495042	11.28874207	11.56770281	11.47038788	11.2864325	11.58853626	12.67361488	12.48927604	12.50058723	12.54896737	12.44935773	12.42694444
PEX14	8.790062396	8.979638632	8.922664251	8.92780127	9.024202724	9.219795974	9.21972244	9.230693577	9.222146454	9.346344607	9.290012087	9.286241668
AL139423.2	0.945545212	3.124568183	2.58938312	3.735087663	1.703158005	3.054636104	3.098700626	1.798436614	0.871253083	2.674456859	2.88313614	2.044263835
CASZ1	6.80877102	6.794814531	6.486370554	7.122238154	6.690387246	7.023718029	4.22149771	5.345357078	4.69362809	4.542572147	4.728469356	4.939412842
AL139423.1	3.598245958	4.039393043	4.65853501	5.094169826	4.193534551	4.038228958	2.257986488	3.274188258	2.11003049	2.674456859	1.828228788	2.85783274
HSPE1P24	2.493028031	0	0	0.961537214	0.809038275	0	0	0	0	1.343851745	0	0
C1orf127	2.493028031	1.961824861	0	1.533447487	2.95761526	0	0	0	0	0	0	0
TARDBP	11.56978831	11.25495423	11.64396363	11.43380094	11.06174547	11.18816345	11.38776422	11.618225	11.46763768	11.38049986	11.35021082	11.4074278
MASP2	5.31790083	5.926977782	4.920011024	5.478313478	6.223040681	5.291605646	6.162298172	5.947702487	5.463395362	5.777152251	5.147250272	6.091265931
AL109811.2	3.8961506	4.039393043	3.227128281	2.259885606	4.132983803	2.906253842	3.47100858	4.291915202	3.656440839	3.556793131	4.135990757	3.912728777
SRM	10.63048853	10.21920945	10.73746743	10.58562835	9.839576173	10.74903038	11.31607722	11.20409846	11.25892377	11.33955223	11.39804431	11.28450763
EXOSC10	10.58946321	10.45273357	10.57531343	10.39171917	10.25006832	10.33835031	10.96017745	11.15241127	11.00088034	10.95072302	10.94332287	11.00193988
AL109811.1	1.511889579	1.551079271	2.119558269	2.740777035	1.703158005	0	3.098700626	2.574552434	3.081213387	0	2.609286169	2.044263835
EXOSC10-AS1	2.233785714	3.653309606	1.811144853	1.533447487	2.002944579	2.339260426	1.177010844	0	1.410613601	1.343851745	1.186186261	2.507652902
MTOR	11.77924881	11.84332451	11.87386707	11.77535205	11.64597524	11.68313735	13.07860698	12.99960111	13.02438756	12.91913805	13.01702175	12.96127774
MTOR-AS1	0.945545212	0	2.58938312	0	1.703158005	1.780838754	0	0	0	0	0	0
ANGPTL7	3.483503972	0	0.876882044	1.941914322	0	0	2.595578256	0	2.11003049	0.823048594	1.828228788	0
RNU6-291P	0	0	2.119558269	0	0	0	1.177010844	1.798436614	1.802297929	0	1.186186261	0
UBIAD1	8.706193666	8.48428764	8.450302777	8.46526746	8.508732969	8.188474612	9.546042193	9.648847133	9.638582536	9.728928604	9.505338979	9.500545678
UBE2V2P3	1.511889579	0	2.777117774	0	1.324284239	0	2.257986488	0	1.802297929	0	1.828228788	2.044263835
DISP3	7.670838426	7.271125325	6.788799031	7.122238154	6.820873632	6.959273094	6.854969459	6.111800182	6.577951717	6.743372019	6.323392796	6.023585019
LINC01647	1.917527128	0.974662474	1.811144853	2.520276096	0	1.780838754	0	0	0	0	0	2.044263835
AL031731.1	3.07164815	3.413027208	1.418354233	2.520276096	3.212954352	1.391862627	1.177010844	1.16299331	1.410613601	1.725706862	0	0
FBXO2	9.069062216	8.873791575	8.67948243	8.832080498	8.996855415	9.046731422	6.80703125	7.114293187	7.062641633	6.531813653	6.323392796	5.988515418
FBXO44	9.11073458	9.098710732	8.983526395	8.71336459	9.091380408	9.028898994	8.673585522	8.666129656	8.511915526	8.233450853	7.865063678	7.962363276
FBXO6	5.284017293	4.808646515	4.078237609	4.924522582	4.413131252	4.993641753	7.51250543	7.394840602	7.459201839	7.13149095	6.902337634	7.296745323
MAD2L2	11.09967417	10.98438323	11.0248913	11.06224705	10.76089573	11.11292638	10.25916285	10.40060707	10.31033342	10.35204398	10.52322512	10.25588939
DRAXIN	9.819809722	9.775477792	9.745358739	9.576756279	9.610324956	9.657142829	7.775883594	7.823604177	7.855066487	7.96694668	8.366672302	8.06692685
AGTRAP	9.169910459	9.391890258	9.21434132	9.23955904	9.28468924	9.42119965	9.777171956	9.733187824	9.646067694	9.559869665	9.703737938	9.534374322
C1orf167	3.8961506	5.079641232	4.004972245	4.449062299	5.15356148	4.466904026	3.296831344	1.798436614	1.802297929	2.838573386	3.909825551	0
AL953897.1	0	1.551079271	0	0	0.809038275	1.391862627	0	0	0	0	0	0
MTHFR	8.36501176	8.753119435	8.202501777	8.729554605	8.752108506	8.347995668	8.8176389	8.963371779	8.992459409	8.869958546	9.269286927	8.941242844
CLCN6	10.13460191	10.00148904	10.06554374	10.1935487	9.874670589	9.768794055	9.463407224	9.336799353	9.390243873	9.336079926	9.157726851	9.0975313
NPPA	1.511889579	0	0.876882044	1.533447487	2.002944579	0.857651675	0	1.16299331	2.363523009	0	1.186186261	0
NPPB	1.511889579	0	1.418354233	0.961537214	0	0.857651675	3.098700626	1.798436614	0.871253083	2.0273529	1.186186261	0
AL021155.2	3.358841516	4.121685472	2.119558269	3.251939278	2.462643589	3.189170356	4.712681755	4.096751	3.216068406	3.64813256	3.909825551	3.912728777
KIAA2013	8.709388439	8.693827136	8.734344848	8.849963324	8.726723026	8.933879089	10.16880153	10.0986459	10.13417718	10.04264766	10.08710424	10.00264321
PLOD1	11.03175045	10.67085641	11.02893944	11.41640422	11.08240738	11.51957725	11.73435907	11.68978357	11.78421582	11.53805692	11.62590238	11.65465987
AL096840.2	0	1.551079271	0	0	0	0	0	0	1.802297929	0	1.186186261	0
MFN2	10.90860045	10.7594726	10.73109227	10.71159976	10.67789389	10.62246136	11.95386567	12.00413611	12.01447533	11.92204338	11.85627583	11.99221325
MIIP	9.336202711	9.268625553	9.318177752	9.244074128	9.122858795	9.39010705	11.5633519	11.77642463	11.57936643	11.54587178	11.54630699	11.3940898
TNFRSF8	7.596865449	7.262082231	7.178527159	7.151373602	6.958089473	7.201394074	10.36779563	10.40192906	10.40513743	10.21778845	10.1946496	10.1743638
AL357835.1	1.511889579	0	0	0.961537214	0	0.857651675	2.257986488	1.16299331	1.410613601	1.725706862	1.828228788	2.044263835
TNFRSF1B	4.286757828	4.808646515	5.141289277	5.447323598	5.455046294	6.242448945	5.455381684	4.291915202	5.22832024	5.461786068	5.295176641	4.055120803
RF00156	4.065277763	3.275995195	3.759798466	4.096390385	2.251026904	3.720420176	1.177010844	2.574552434	0.871253083	0.823048594	0	0
VPS13D	10.66298341	10.85954175	10.79361063	10.83420328	10.83819614	10.69634186	11.15147571	11.09880326	11.13672672	11.08499669	11.22971946	11.26173936
SNORA59A	0	3.124568183	2.58938312	0	0	2.086901014	0	1.16299331	2.363523009	0.823048594	2.88313614	1.357447143
DHRS3	6.644910035	6.139409312	6.345087771	6.595231512	5.843060096	6.078760911	5.612381072	5.888575801	5.923768999	6.579003248	6.100172918	6.023585019
AC254633.1	0.945545212	1.551079271	1.418354233	0.961537214	0	0	0	2.238067221	0	2.0273529	0	0
AADACL3	0.945545212	0	0.876882044	0	2.462643589	0	4.011937249	3.448071447	3.33938848	2.489245621	4.420082664	2.507652902
PRAMEF12	0	0	0	0	0	0	5.325293653	3.448071447	4.495728875	5.410530548	4.861017049	3.912728777
PRAMEF1	0	0	0	0	0	0	3.098700626	1.798436614	3.748328731	2.489245621	2.88313614	0
PRAMEF14	0	0	0	0	0	0	1.816458915	1.16299331	2.11003049	3.119589346	2.609286169	1.357447143
PRAMEF20	0	0	0	0	0	0	3.296831344	5.10680121	3.216068406	3.119589346	2.270981161	5.011060611
LRRC38	1.917527128	1.961824861	2.373512039	0	1.324284239	1.780838754	0	1.16299331	1.410613601	0.823048594	0	1.357447143
PDPN	10.18710837	10.05613625	10.03251293	10.33570751	10.041468	10.03088102	10.05369213	10.37525635	10.30466914	10.59952903	10.76869238	10.61471048
AL359771.1	1.511889579	2.763642785	1.811144853	2.932001872	3.090926429	0.857651675	0	1.798436614	0	0	0	1.357447143
PRDM2	9.774772508	9.953143129	9.752371008	9.934722946	10.12836572	9.722393749	10.02778385	9.995589479	10.05204099	10.08412813	10.11059639	10.17631302
KAZN	8.103661846	8.480394103	8.165155948	8.476822778	8.870422587	8.651663947	10.46109495	10.40983565	10.32905532	10.8346056	10.70948152	10.65440822
KAZN-AS1	0	1.551079271	1.418354233	0	1.324284239	0	0	0	1.410613601	0.823048594	0	0
TBCAP2	0	0	0	1.533447487	1.324284239	0.857651675	2.868961421	0	0.871253083	1.343851745	0	2.044263835
AL031293.1	0	2.281171668	0	0.961537214	1.324284239	0.857651675	1.177010844	0	0	0	0	0
TMEM51-AS1	5.383370079	6.159028489	5.271952163	5.854071109	6.307655906	5.587995166	7.482299879	8.268310016	8.222558862	7.935563029	8.621521877	8.530234825
TMEM51	7.90620802	8.103872698	7.798611613	8.335883724	8.546946084	8.549051888	8.094831839	8.313967475	8.250326289	8.439262447	8.630836109	8.771111536
C1orf195	0	0.974662474	1.418354233	1.533447487	0	2.740842137	0	1.16299331	0	0	0	1.357447143
AL035405.1	0.945545212	0	0.876882044	0	0	0	2.257986488	0	1.410613601	0	0	1.357447143
FHAD1	4.979808012	5.622317454	5.362726012	5.923272255	6.647741767	5.682274148	2.257986488	0	1.802297929	0.823048594	2.609286169	2.507652902
AL031283.3	0	1.551079271	0	2.932001872	2.462643589	0	0	0	0	0	0	0
AL031283.1	2.90331136	3.275995195	0.876882044	0	2.251026904	1.780838754	2.595578256	0	1.802297929	2.0273529	1.828228788	3.754728265
EFHD2	8.939020448	9.141253765	8.42243691	9.064269708	9.235139431	8.931481516	11.14666884	11.30293644	11.34606478	11.64690851	11.94108576	11.82833649
CTRC	0	1.551079271	0.876882044	0.961537214	0	0.857651675	1.177010844	1.798436614	0	0	0	0
CELA2A	0	0	1.811144853	0	2.810719665	0.857651675	0	1.16299331	0	0	0	0
CELA2B	3.07164815	2.542482646	2.58938312	2.520276096	2.002944579	1.391862627	0	1.16299331	0	0	0	3.139398891
CASP9	8.606904701	8.683703773	8.501143484	8.551579785	8.481672044	8.340786348	8.488427395	8.411701715	8.378079869	8.353656553	8.539824653	8.083640364
DNAJC16	9.213314735	9.148632841	9.117733063	8.961092154	9.15936863	8.909722142	9.95998838	9.969078576	10.00508104	9.915135641	10.03192647	9.976034284
AL121992.3	0	2.281171668	0.876882044	0	1.324284239	0.857651675	0	0	0	0.823048594	0	0
AGMAT	7.428733396	6.856196224	7.313608753	6.704108783	6.511676341	7.449449709	5.649099417	6.211668505	5.51663158	6.133864358	5.835979275	5.799112733
AL121992.1	2.712705702	2.955362961	1.418354233	1.941914322	2.251026904	2.086901014	1.816458915	1.798436614	0.871253083	0.823048594	1.186186261	0
DDI2	10.87982392	11.02838082	10.83251057	10.75732562	10.84115633	10.56252161	11.50069076	11.41324386	11.47185583	11.29608511	11.45421383	11.47866089
PLEKHM2	10.28885152	10.28094891	10.18852039	10.33570751	10.10096569	10.24682257	10.38558507	10.5186451	10.45030117	10.36808534	10.43026442	10.19373848
AL450998.3	5.177313085	4.41066734	4.559666703	4.924522582	4.413131252	4.518933552	3.47100858	3.87099289	3.216068406	3.815102767	4.237032786	4.055120803
SLC25A34	4.142944211	3.859228069	3.846236021	3.251939278	4.886434953	3.189170356	3.766677978	3.076438072	2.57906095	3.459277632	3.311580062	3.139398891
TMEM82	4.142944211	4.199536103	2.58938312	4.014189242	4.132983803	3.312222168	4.566779014	3.60323329	3.993359055	3.734031852	2.88313614	3.374884031
FBLIM1	10.33094381	10.42767808	10.13479608	10.23836522	10.47864196	10.37321847	8.768422398	8.908621864	8.652334136	8.590849854	8.712063969	8.595785211
UQCRHL	4.065277763	3.124568183	4.078237609	4.174159315	3.527145867	4.518933552	5.231557815	4.882738609	4.826054429	4.917782001	4.982405028	4.303617479
AL450998.1	3.803519687	3.413027208	4.397368455	4.096390385	3.784999407	4.796953209	4.31586847	4.617362697	4.441700992	4.880597227	4.331458962	4.784469108
AL450998.2	6.644910035	6.488590311	6.499766695	6.637029255	6.511676341	6.597325346	5.182302479	5.729200524	5.66547983	5.511282904	5.471419763	5.324012862
SPEN	11.79060545	11.9350824	11.68155245	11.74541019	11.86307021	11.42857418	12.23129014	12.26645897	12.22528767	12.05654652	12.31099138	12.16412614
ZBTB17	8.455312694	8.192217726	8.309067117	8.608715836	8.538217082	8.74473122	8.93751599	8.927103661	8.983033167	8.66926125	8.983277724	8.713214947
SRARP	0	0.974662474	1.418354233	1.941914322	1.324284239	1.391862627	1.177010844	0	0	1.725706862	0	0
HSPB7	3.983191111	3.124568183	3.667850173	4.174159315	3.861635435	3.189170356	3.296831344	1.798436614	2.57906095	2.0273529	1.186186261	2.85783274
CLCNKA	2.90331136	3.538165047	3.569640341	5.094169826	5.12275305	4.412927671	1.177010844	3.448071447	3.558299915	1.725706862	2.609286169	2.85783274
AL355994.2	1.511889579	2.763642785	1.418354233	0.961537214	2.002944579	0	0	0	0	0	0	0
CLCNKB	4.846869225	5.564643579	4.214470328	5.35014777	5.455046294	4.569151812	3.098700626	2.574552434	1.802297929	1.725706862	1.828228788	2.507652902
FAM131C	2.90331136	4.199536103	2.777117774	1.533447487	3.934405074	2.906253842	0	0	0	0	0	0
EPHA2	9.246682076	9.468579144	9.769062684	9.626020487	9.425457963	10.0640929	4.404443358	2.238067221	3.216068406	4.282393174	2.609286169	3.139398891
AL451042.2	0.945545212	2.542482646	0	2.259885606	0	2.906253842	0	0	0.871253083	1.343851745	1.186186261	0
AL451042.1	0	0	2.119558269	2.740777035	0.809038275	2.339260426	0	0	0	0	0	0
ARHGEF19	9.69482696	10.04563467	8.742819755	9.193613518	9.374061328	8.397476699	6.82318829	6.515111977	6.765569698	6.19572561	6.594889124	6.33410344
ANO7L1	1.511889579	0.974662474	0	0.961537214	1.703158005	1.391862627	2.595578256	2.238067221	3.33938848	3.734031852	2.270981161	1.357447143
CPLANE2	5.956765138	5.564643579	4.795188711	5.508651652	5.683328392	5.321211727	6.162298172	6.032083216	6.376704583	6.035795409	6.100172918	5.533161469
MT1XP1	1.917527128	1.551079271	0.876882044	1.533447487	2.002944579	1.780838754	3.098700626	3.743316111	2.363523009	2.489245621	2.609286169	3.374884031
FBXO42	9.364849664	9.138785661	9.402613374	9.397866805	9.222481429	9.558045663	8.899923414	8.772162191	8.793831061	8.674702308	8.780616702	8.669599334
SZRD1	11.1830464	10.98987129	11.1749127	10.93048836	11.11603666	11.27629863	11.62973376	11.57668592	11.62212229	11.63823177	11.58275927	11.60632004
RPL22P3	2.233785714	2.281171668	0.876882044	0	1.324284239	2.339260426	1.177010844	0	1.802297929	2.0273529	1.186186261	1.357447143
SPATA21	3.358841516	1.961824861	1.418354233	3.100821274	3.212954352	2.086901014	0	0	0	0	2.270981161	0
NECAP2	9.071547137	9.187362891	9.212308483	9.216769174	9.344325216	9.665823058	9.526439823	9.366896094	9.449621995	9.642715644	9.356085833	9.567427884
